Token	Corpus	Speaker_ID	Genre	Type	SemanticRelation	Whole.Genitive	Possessor	Possessor.Head	Possessor.Expression.Type	Final.Sibilant	Possessum	Possessum.Head	Possessor.Animacy2	Possessum.Animacy2	Possessor.Animacy3	Possessor.Animacy5	PossessorThematicity	Possessor.Length	Possessum.Length	New.TTR	ProtoSemanticRelation
bg43.0054.01	Brown	BG43	Non-fiction	s	OTH	B. M. Spinley's portrayal of the underprivileged and undereducated youth of London	B. M. Spinley's	B. M. Spinley	ProperN	N	portrayal of the underprivileged and undereducated youth of London	portrayal	animate	inanimate	animate	animate	-3.301029996	3	8	61	N
bg42.0061.01	Brown	BG42	Non-fiction	of	OTH	The formal position  of Americans who identify themselves with one or more of the several identities of the Jewish symbol	Americans who identify themselves with one+or+more of the several identities of the Jewish symbol	Americans	CommonN	N	The formal position	position	animate	inanimate	animate	animate	-3.301029996	8	3	71	N
bg11.0043.01	Brown	BG11	Non-fiction	of	OTH	the remote possibility  of planetoid collision	planetoid collision	collision	CommonN	N	the remote possibility	possibility	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	82	N
bg50.0022.01	Brown	BG50	Non-fiction	of	OTH	the Prince  of Anhalt-Bernburg	Anhalt-Bernburg	Anhalt-Bernburg	ProperN	N	the Prince	Prince	inanimate	animate	collective	collective	-3.301029996	1	2	78	N
bg02.0031.01	Brown	BG02	Non-fiction	of	OTH	That guiding principle  of the Hoover Administration	the Hoover Administration	Hoover Administration	ProperN	N	That guiding principle	principle	inanimate	inanimate	collective	collective	-3.301029996	3	3	75	N
bg43.0007.03	Brown	BG43	Non-fiction	of	OTH	the ephemeral mass culture products  of today	today	today	CommonN	N	the ephemeral mass culture products	product	inanimate	inanimate	inanimate	time	-3.301029996	1	5	75	N
bg17.0073.02	Brown	BG17	Non-fiction	of	OTH	the profits  of the slave-owners	the slave-owners	slave-owners	CommonN	Y	the profits	profits	animate	inanimate	animate	animate	-3.301029996	2	2	69	N
bg22.0023.05	Brown	BG22	Non-fiction	of	OTH	the enterprising promoters  of 'Porgy And Bess'	Porgy And Bess	Porgy And Bess	ProperN	Y	the enterprising promoters	promoters	inanimate	animate	inanimate	inanimate	-3.301029996	3	3	77	N
bg11.0007.03	Brown	BG11	Non-fiction	of	OTH	the buoyant protection  of a boat	a boat	boat	CommonN	N	the buoyant protection	protection	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	75	N
bg39.0053.02	Brown	BG39	Non-fiction	of	OTH	the protests  of the former owner	the former owner	owner	CommonN	N	the protests	protests	animate	inanimate	animate	animate	-3.301029996	3	2	77	N
bg08.0058.01	Brown	BG08	Non-fiction	s	OTH	such a Northern tourist's purpose	such a Northern tourist's	tourist	CommonN	N	purpose	purpose	animate	inanimate	animate	animate	-3.301029996	4	1	76	N
bg44.0004.01	Brown	BG44	Non-fiction	of	OTH	the ultimate purpose  of literary scholarship	literary scholarship	scholarship	CommonN	N	the ultimate purpose	purpose	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	67	N
bg48.0076.01	Brown	BG48	Non-fiction	of	OTH	the quality  of Sherman's horseflesh	Sherman's horseflesh	horseflesh	CommonN	Y	the quality	quality	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	77	N
bg41.0078.01	Brown	BG41	Non-fiction	of	OTH	Queen Marie  of Rumania	Rumania	Rumania	ProperN	N	Queen Marie	Queen Marie	inanimate	animate	inanimate	place	-3.301029996	1	2	65	N
bg48.0087.01	Brown	BG48	Non-fiction	s	OTH	Garrard's Covington raid	Garrard's	Garrard	ProperN	N	Covington raid	raid	animate	inanimate	animate	animate	-3.301029996	1	2	72	N
bg48.0087.02	Brown	BG48	Non-fiction	s	OTH	Rousseau's Opelika raid	Rousseau's	Rousseau	ProperN	N	Opelika raid	raid	animate	inanimate	animate	animate	-3.301029996	1	2	72	N
bg18.0082.01	Brown	BG18	Non-fiction	of	OTH	the rallying  of the peasants in southern Sweden	the peasants in southern Sweden	peasant	CommonN	N	the rallying	rallying	animate	inanimate	animate	animate	-3.301029996	5	2	80	N
bg11.0009.03	Brown	BG11	Non-fiction	of	OTH	The range  of our voice	our voice	voice	CommonN	Y	The range	range	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	74	N
bg13.0011.01	Brown	BG13	Non-fiction	of	OTH	the rank  of the godhead	the godhead	godhead	CommonN	N	the rank	rank	animate	inanimate	animate	animate	-3.301029996	2	2	65	N
bg08.0013.02	Brown	BG08	Non-fiction	of	OTH	the rapidity  of an avalanche	an avalanche	avalanche	CommonN	Y	the rapidity	rapidity	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	79	N
bg44.0061.02	Brown	BG44	Non-fiction	of	OTH	the scripture reading  of , let us say , St. Augustine , John Bunyan , and Thomas Jefferson	, let us say, St. Augustine, John Bunyan, and Thomas Jefferson	Augustine	ProperN	N	the scripture reading	reading	animate	inanimate	animate	animate	-3.301029996	8	3	73	N
bg17.0006.01	Brown	BG17	Non-fiction	of	OTH	the renewal  of interference in 1954	interference in 1954	interference	CommonN	N	the renewal	renewal	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	67	N
bg13.0071.01	Brown	BG13	Non-fiction	of	OTH	the creative representatives  of this movement	this movement	movement	CommonN	N	the creative representatives	representatives	inanimate	animate	inanimate	inanimate	-3.301029996	2	3	73	N
bg43.0037.03	Brown	BG43	Non-fiction	of	OTH	the resolution  of indecision	indecision	indecision	CommonN	N	the resolution	resolution	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	69	N
bg18.0021.01	Brown	BG18	Non-fiction	of	OTH	The first result  of Heidenstam's long sojourn abroad	Heidenstam's long sojourn abroad	sojourn	CommonN	N	The first result	result	inanimate	inanimate	inanimate	inanimate	-3.301029996	4	3	72	N
bg48.0019.04	Brown	BG48	Non-fiction	s	OTH	Hardee's retreat	Hardee's	Hardee	ProperN	N	retreat	retreat	animate	inanimate	animate	animate	-3.301029996	1	1	69	N
bg43.0041.01	Brown	BG43	Non-fiction	of	OTH	the ineffable beauty and richness  of the aesthetic component of reality	the aesthetic component of reality	component	CommonN	N	the ineffable beauty and richness	richness	inanimate	inanimate	inanimate	inanimate	-3.301029996	5	5	71	N
bg06.0032.02	Brown	BG06	Non-fiction	of	OTH	the rise  of the Hitler regime	the Hitler regime	regime	CommonN	N	the rise	rise	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	81	N
bg04.0119.01	Brown	BG04	Non-fiction	of	OTH	the runway  of a colony of ants	a colony of ants	colony	CommonN	Y	the runway	runway	animate	inanimate	animate	animate	-3.301029996	4	2	67	N
bg05.0063.02	Brown	BG05	Non-fiction	of	OTH	the scarcity  of Western amusements	Western amusements	amusements	CommonN	Y	the scarcity	scarcity	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	72	N
bg44.0029.01	Brown	BG44	Non-fiction	s	OTH	Arnold's the unplumbed , salt , estranging sea	Arnold's	Arnold	ProperN	N	the unplumbed , salt , estranging sea	sea	animate	inanimate	animate	animate	-3.301029996	1	7	78	N
bg44.0028.03	Brown	BG44	Non-fiction	s	OTH	Hopkins' the thunder-purple sea-beach	Hopkins'	Hopkins	ProperN	Y	the thunder-purple sea-beach	sea-beach	animate	inanimate	animate	animate	-3.301029996	1	3	77	N
bg50.0021.01	Brown	BG50	Non-fiction	of	OTH	the service  of Malta	Malta	Malta	ProperN	N	the service	service	inanimate	inanimate	collective	collective	-3.301029996	1	2	74	N
bg01.0013.01	Brown	BG01	Non-fiction	of	OTH	the shibboleths  of their faith	their faith	faith	CommonN	N	the shibboleths	shibboleths	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	80	N
bg44.0039.06	Brown	BG44	Non-fiction	s	OTH	Milton's sonnet on his own blindness	Milton's	Milton	ProperN	N	sonnet on his own blindness	sonnet	animate	inanimate	animate	animate	-3.301029996	1	5	64	N
bg09.0012.01	Brown	BG09	Non-fiction	of	OTH	the percussive sounds  of the electronic score	the electronic score	score	CommonN	N	the percussive sounds	sounds	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	73	N
bg17.0097.01	Brown	BG17	Non-fiction	s	OTH	Roger Williams's state	Roger Williams's	Roger Williams	ProperN	Y	state	state	animate	inanimate	animate	animate	-3.301029996	2	1	79	N
bg40.0070.02	Brown	BG40	Non-fiction	of	OTH	my state  of mind	mind	mind	CommonN	N	my state	state	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	2	67	N
bg09.0021.01	Brown	BG09	Non-fiction	s	OTH	Charles Olson's statement of the process of projective verse	Charles Olson's	Charles Olson	ProperN	N	statement of the process of projective verse	statement	animate	inanimate	animate	animate	-3.301029996	2	7	72	N
bg04.0020.02	Brown	BG04	Non-fiction	of	OTH	the proud stride  of the trained runner	the trained runner	runner	CommonN	N	the proud stride	stride	animate	inanimate	animate	animate	-3.301029996	3	3	71	N
bg09.0066.04	Brown	BG09	Non-fiction	of	OTH	the first revealed stroke  of its existence	its existence	existence	CommonN	Y	the first revealed stroke	stroke	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	4	70	N
bg50.0011.04	Brown	BG50	Non-fiction	s	OTH	Islam's principal stronghold on the north shore of the Black Sea	Islam's	Islam	ProperN	N	principal stronghold on the north shore of the Black Sea	stronghold	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	8	79	N
bg08.0045.02	Brown	BG08	Non-fiction	of	OTH	the success  of such an endeavor	such an endeavor	endeavor	CommonN	N	the success	success	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	87	N
bg11.0002.01	Brown	BG11	Non-fiction	of	OTH	The useful suggestion  of Professor David Hawkins	Professor David Hawkins	Hawkins	ProperN	Y	The useful suggestion	suggestion	animate	inanimate	animate	animate	-3.301029996	3	3	69	N
bg48.0053.01	Brown	BG48	Non-fiction	of	OTH	the summary  of the principal events of the campaign	the principal events of the campaign	event	CommonN	N	the summary	summary	inanimate	inanimate	inanimate	inanimate	-3.301029996	6	2	81	N
bg04.0108.03	Brown	BG04	Non-fiction	of	OTH	the wet surface  of the eyeball	the eyeball	eyeball	CommonN	N	the wet surface	surface	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	81	N
bg48.0018.02	Brown	BG48	Non-fiction	of	OTH	the surrender  of the mayor	the mayor	mayor	CommonN	N	the surrender	surrender	animate	animate	animate	animate	-3.301029996	2	2	67	N
bg17.0094.01	Brown	BG17	Non-fiction	of	OTH	that great symbol  of American democracy	American democracy	democracy	CommonN	N	that great symbol	symbol	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	77	N
bg08.0049.02	Brown	BG08	Non-fiction	s	OTH	Margaret Mitchell's Tara Plantation	Margaret Mitchell's	Margaret Mitchell	ProperN	N	Tara Plantation	Tara Plantation	animate	inanimate	animate	animate	-3.301029996	2	2	78	N
bg12.0068.01	Brown	BG12	Non-fiction	of	OTH	the task  of the artist	the artist	artist	CommonN	N	the task	task	animate	inanimate	animate	animate	-3.301029996	2	2	68	N
bg12.0128.01	Brown	BG12	Non-fiction	of	OTH	the taxis  of London	London	London	ProperN	N	the taxis	taxis	inanimate	inanimate	inanimate	place	-3.301029996	1	2	74	N
bg05.0072.01	Brown	BG05	Non-fiction	of	OTH	the Teddy boys  of the East End	the East End	East End	ProperN	N	the Teddy boys	Teddy boys	inanimate	animate	inanimate	place	-3.301029996	3	3	74	N
bg11.0009.01	Brown	BG11	Non-fiction	of	OTH	The temperature  of our homes	our homes	homes	CommonN	Y	The temperature	temperature	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	74	N
bg18.0029.01	Brown	BG18	Non-fiction	of	OTH	the temple  of Neptune at Paestum	Neptune at Paestum	Neptune	ProperN	N	the temple	temple	animate	inanimate	animate	animate	-3.301029996	3	2	71	N
bg49.0043.02	Brown	BG49	Non-fiction	s	OTH	Father Connolly's The Man Has Wings	Father Connolly's	Father Connolly	ProperN	N	The Man Has Wings	The Man Has Wings	animate	inanimate	animate	animate	-3.301029996	2	4	78	N
bg06.0059.01	Brown	BG06	Non-fiction	s	OTH	Gardner Read's Third Symphony	Gardner Read's	Gardner Read	ProperN	N	Third Symphony	Third Symphony	animate	inanimate	animate	animate	-3.301029996	2	2	76	N
bg05.0079.01	Brown	BG05	Non-fiction	s	OTH	this true lover's tomb	this true lover's	lover	CommonN	N	tomb	tomb	animate	inanimate	animate	animate	-3.301029996	3	1	81	N
bg18.0092.02	Brown	BG18	Non-fiction	of	OTH	the tombs  of his ancestors	his ancestors	ancestor	CommonN	Y	the tombs	tombs	animate	inanimate	animate	animate	-3.301029996	2	2	77	N
bg51.0100.04	Brown	BG51	Non-fiction	of	OTH	the treatment  of animals	animals	animal	CommonN	Y	the treatment	treatment	animate	inanimate	animate	animate	-3.301029996	1	2	75	N
bg40.0025.01	Brown	BG40	Non-fiction	of	OTH	the truth  of an old proverb	an old proverb	proverb	CommonN	N	the truth	truth	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	74	N
bg13.0019.01	Brown	BG13	Non-fiction	of	OTH	the underground  of the slums where they can defy the precepts of legalized propriety	the slums where they can defy the precepts of legalized propriety	slums	CommonN	N	the underground	underground	inanimate	inanimate	inanimate	inanimate	-3.301029996	8	2	67	N
bg46.0014.02	Brown	BG46	Non-fiction	of	OTH	the unification  of Italy	Italy	Italy	ProperN	N	the unification	unification	inanimate	inanimate	collective	collective	-3.301029996	1	2	77	N
bg17.0098.01	Brown	BG17	Non-fiction	of	OTH	the state universities of Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	ProperN	N	The state universities	universities	inanimate	inanimate	inanimate	place	-3.301029996	5	3	83	N
bg17.0098.01	Brown	BG17	Non-fiction	of	OTH	the state universities of Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	Maine, New Hampshire, And Vermont	ProperN	N	The state universities	universities	inanimate	inanimate	inanimate	place	-3.301029996	5	3	83	N
bg17.0090.01	Brown	BG17	Non-fiction	of	OTH	the chief universities , colleges , and preparatory schools  of the United States	the United States	United States	ProperN	Y	the chief universities , colleges , and preparatory schools	universities	inanimate	inanimate	inanimate	place	-3.301029996	3	8	70	N
bg48.0057.02	Brown	BG48	Non-fiction	of	OTH	the general use  of anesthetics	anesthetics	anesthetics	CommonN	Y	the general use	use	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	3	76	N
bg49.0022.03	Brown	BG49	Non-fiction	of	OTH	the vicar  of Rushall in Staffordshire	Rushall in Staffordshire	Rushall in Staffordshire	ProperN	N	the vicar	vicar	inanimate	animate	collective	collective	-3.301029996	3	2	76	N
bg02.0033.01	Brown	BG02	Non-fiction	of	OTH	the first important legislative victory  of the Kennedy Administration	the Kennedy Administration	Kennedy Administration	ProperN	N	the first important legislative victory	victory	inanimate	inanimate	collective	collective	-3.301029996	3	5	71	N
bg43.0043.01	Brown	BG43	Non-fiction	s	OTH	Richards' view of the aesthetic experience	Richards'	Richards	ProperN	Y	view of the aesthetic experience	view	animate	inanimate	animate	animate	-3.301029996	1	5	67	N
bg46.0065.03	Brown	BG46	Non-fiction	of	OTH	the positive views  of a first-class mind	a first-class mind	mind	CommonN	N	the positive views	views	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	3	73	N
bg39.0003.01	Brown	BG39	Non-fiction	s	OTH	Bing Crosby's voice	Bing Crosby's	Bing Crosby	ProperN	N	voice	voice	animate	inanimate	animate	animate	-3.301029996	2	1	77	N
bg03.0008.02	Brown	BG03	Non-fiction	s	OTH	tomorrow's impersonal intercontinental wars	tomorrow's	tomorrow	CommonN	N	impersonal intercontinental wars	war	inanimate	inanimate	inanimate	time	-3.301029996	1	3	80	N
bg09.0024.02	Brown	BG09	Non-fiction	of	OTH	the way  of the Breath	the Breath	Breath	CommonN	N	the way	way	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	75	N
bg08.0038.02	Brown	BG08	Non-fiction	of	OTH	the Southern way  of existence	existence	existence	CommonN	Y	the Southern way	way	inanimate	inanimate	inanimate	inanimate	-3.301029996	1	3	77	N
bg51.0030.01	Brown	BG51	Non-fiction	of	OTH	The weight  of fame and history	fame and history	fame and history	CommonN	N	The weight	weight	inanimate	inanimate	inanimate	inanimate	-3.301029996	3	2	86	N
bg48.0064.01	Brown	BG48	Non-fiction	of	OTH	The whistle  of Sherman's locomotives	Sherman's locomotives	locomotive	CommonN	Y	The whistle	whistle	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	2	71	N
bg11.0023.02	Brown	BG11	Non-fiction	of	OTH	the will  of God	God	God	ProperN	N	the will	will	animate	inanimate	animate	animate	-3.301029996	1	2	70	N
bg17.0017.01	Brown	BG17	Non-fiction	s	OTH	Francis Thompson's words for the Hound Of Heaven's Pursuit	Francis Thompson's	Thompson	ProperN	N	words for the Hound Of Heaven's Pursuit	word	animate	inanimate	animate	animate	-3.301029996	2	7	77	N
bg06.0067.03	Brown	BG06	Non-fiction	of	OTH	the works  of Bruckner and Mahler	Bruckner and Mahler	Bruckner and Mahler	ProperN	N	the works	works	animate	inanimate	animate	animate	-3.301029996	3	2	73	N
bg12.0083.02	Brown	BG12	Non-fiction	s	OTH	Hamm's world	Hamm's	Hamm	ProperN	N	world	world	animate	inanimate	animate	animate	-3.301029996	1	1	73	N
bg17.0068.01	Brown	BG17	Non-fiction	s	OTH	the bondsman's two hundred and fifty years in unrequited toil	the bondsman's	bondsman	CommonN	N	two hundred and fifty years in unrequited toil	years	animate	inanimate	animate	animate	-3.301029996	2	8	70	N
bg06.0019.01	Brown	BG06	Non-fiction	of	OTH	these early years  of orchestra participation	orchestra participation	participation	CommonN	N	these early years	years	inanimate	inanimate	inanimate	inanimate	-3.301029996	2	3	77	N
bg43.0054.03	Brown	BG43	Non-fiction	of	OTH	the underprivileged and undereducated youth  of London	London	London	ProperN	N	the underprivileged and undereducated youth	youth	inanimate	animate	inanimate	place	-3.301029996	1	5	61	N
bg46.0081.01	Brown	BG46	Non-fiction	of	OTH	The account  of the battle	the battle	battle	CommonN	N	The account	account	inanimate	inanimate	inanimate	inanimate	-3	2	2	72	N
bg44.0002.07	Brown	BG44	Non-fiction	of	OTH	the greatest achievement  of our civilization	our civilization	civilization	CommonN	N	the greatest achievement	achievement	inanimate	inanimate	inanimate	inanimate	-3	2	3	65	N
bg07.0030.02	Brown	BG07	Non-fiction	s	OTH	the general's aide	the general's	general	CommonN	N	aide	aide	animate	animate	animate	animate	-3	2	1	76	N
bg04.0016.01	Brown	BG04	Non-fiction	of	OTH	the angle  of their trot	their trot	trot	CommonN	N	the angle	angle	inanimate	inanimate	inanimate	inanimate	-3	2	2	71	N
